Airline,Departing_Port,Arriving_Port,Flight_Scheduled,Flights_Flown,Year,Month_Num
Virgin Australia Regional Airlines,Darwin,Alice Springs,8,8,2019,7
Virgin Australia Regional Airlines,Darwin,Perth,8,8,2019,7
Virgin Australia Regional Airlines,Geraldton,Perth,21,20,2019,7
Virgin Australia Regional Airlines,Kalgoorlie,Perth,56,53,2019,7
Virgin Australia Regional Airlines,Karratha,Perth,65,64,2019,7
Virgin Australia Regional Airlines,Melbourne,Adelaide,6,6,2019,7
Virgin Australia Regional Airlines,Newman,Perth,21,21,2019,7
Virgin Australia Regional Airlines,Perth,Adelaide,44,44,2019,7
Virgin Australia Regional Airlines,Perth,Broome,74,74,2019,7
Virgin Australia Regional Airlines,Perth,Darwin,8,8,2019,7
Virgin Australia Regional Airlines,Perth,Geraldton,21,20,2019,7
Virgin Australia Regional Airlines,Perth,Kalgoorlie,56,53,2019,7
Virgin Australia Regional Airlines,Perth,Karratha,65,64,2019,7
Virgin Australia Regional Airlines,Perth,Newman,21,21,2019,7
Virgin Australia Regional Airlines,Perth,Port Hedland,35,35,2019,7
Virgin Australia Regional Airlines,Port Hedland,Perth,35,35,2019,7
All Airlines,Adelaide,Alice Springs,55,55,2019,7
All Airlines,Adelaide,Brisbane,276,276,2019,7
All Airlines,Adelaide,Canberra,78,76,2019,7
All Airlines,Adelaide,Gold Coast,63,63,2019,7
All Airlines,Adelaide,Melbourne,759,746,2019,7
All Airlines,Adelaide,Perth,236,234,2019,7
All Airlines,Adelaide,Port Lincoln,326,320,2019,7
All Airlines,Adelaide,Sydney,550,539,2019,7
All Airlines,Albury,Sydney,276,269,2019,7
All Airlines,Alice Springs,Adelaide,55,55,2019,7
All Airlines,Alice Springs,Darwin,85,82,2019,7
All Airlines,Armidale,Sydney,195,191,2019,7
All Airlines,Ayers Rock,Sydney,62,62,2019,7
All Airlines,Ballina,Sydney,152,150,2019,7
All Airlines,Brisbane,Adelaide,268,268,2019,7
All Airlines,Brisbane,Bundaberg,156,156,2019,7
All Airlines,Brisbane,Cairns,464,454,2019,7
All Airlines,Brisbane,Canberra,288,283,2019,7
All Airlines,Brisbane,Darwin,133,133,2019,7
All Airlines,Brisbane,Emerald,180,179,2019,7
All Airlines,Brisbane,Gladstone,219,218,2019,7
All Airlines,Brisbane,Hamilton Island,60,55,2019,7
All Airlines,Brisbane,Hobart,66,66,2019,7
All Airlines,Brisbane,Mackay,335,332,2019,7
All Airlines,Brisbane,Melbourne,1115,1090,2019,7
All Airlines,Brisbane,Mount Isa,75,75,2019,7
All Airlines,Brisbane,Newcastle,260,257,2019,7
All Airlines,Brisbane,Perth,262,262,2019,7
All Airlines,Brisbane,Proserpine,79,79,2019,7
All Airlines,Brisbane,Rockhampton,331,330,2019,7
All Airlines,Brisbane,Sydney,1524,1490,2019,7
All Airlines,Brisbane,Townsville,383,377,2019,7
All Airlines,Broome,Perth,171,171,2019,7
All Airlines,Bundaberg,Brisbane,156,155,2019,7
All Airlines,Cairns,Brisbane,463,454,2019,7
All Airlines,Cairns,Melbourne,263,256,2019,7
All Airlines,Cairns,Sydney,319,318,2019,7
All Airlines,Cairns,Townsville,150,149,2019,7
All Airlines,Canberra,Adelaide,78,78,2019,7
All Airlines,Canberra,Brisbane,290,283,2019,7
All Airlines,Canberra,Melbourne,501,479,2019,7
All Airlines,Canberra,Sydney,754,725,2019,7
All Airlines,Coffs Harbour,Sydney,197,196,2019,7
All Airlines,Darwin,Alice Springs,85,82,2019,7
All Airlines,Darwin,Brisbane,133,133,2019,7
All Airlines,Darwin,Melbourne,105,102,2019,7
All Airlines,Darwin,Perth,62,62,2019,7
All Airlines,Darwin,Sydney,124,123,2019,7
All Airlines,Dubbo,Sydney,264,256,2019,7
All Airlines,Emerald,Brisbane,180,179,2019,7
All Airlines,Geraldton,Perth,75,74,2019,7
All Airlines,Gladstone,Brisbane,219,217,2019,7
All Airlines,Gold Coast,Adelaide,63,63,2019,7
All Airlines,Gold Coast,Melbourne,539,529,2019,7
All Airlines,Gold Coast,Sydney,810,789,2019,7
All Airlines,Hamilton Island,Brisbane,61,55,2019,7
All Airlines,Hamilton Island,Sydney,83,80,2019,7
All Airlines,Hobart,Brisbane,66,66,2019,7
All Airlines,Hobart,Melbourne,466,458,2019,7
All Airlines,Hobart,Sydney,232,227,2019,7
All Airlines,Kalgoorlie,Perth,173,168,2019,7
All Airlines,Karratha,Perth,261,250,2019,7
All Airlines,Launceston,Melbourne,343,327,2019,7
All Airlines,Launceston,Sydney,81,76,2019,7
All Airlines,Mackay,Brisbane,328,324,2019,7
All Airlines,Melbourne,Adelaide,764,747,2019,7
All Airlines,Melbourne,Brisbane,1113,1089,2019,7
All Airlines,Melbourne,Cairns,263,259,2019,7
All Airlines,Melbourne,Canberra,502,484,2019,7
All Airlines,Melbourne,Darwin,104,103,2019,7
All Airlines,Melbourne,Gold Coast,539,531,2019,7
All Airlines,Melbourne,Hobart,466,459,2019,7
All Airlines,Melbourne,Launceston,342,329,2019,7
All Airlines,Melbourne,Mildura,216,213,2019,7
All Airlines,Melbourne,Newcastle,144,141,2019,7
All Airlines,Melbourne,Perth,463,460,2019,7
All Airlines,Melbourne,Sunshine Coast,164,162,2019,7
All Airlines,Melbourne,Sydney,2548,2298,2019,7
All Airlines,Mildura,Melbourne,216,212,2019,7
All Airlines,Mount Isa,Brisbane,69,69,2019,7
All Airlines,Newcastle,Brisbane,260,257,2019,7
All Airlines,Newcastle,Melbourne,144,142,2019,7
All Airlines,Newman,Perth,191,185,2019,7
All Airlines,Perth,Adelaide,236,234,2019,7
All Airlines,Perth,Brisbane,263,263,2019,7
All Airlines,Perth,Broome,170,170,2019,7
All Airlines,Perth,Darwin,62,62,2019,7
All Airlines,Perth,Geraldton,75,74,2019,7
All Airlines,Perth,Kalgoorlie,173,168,2019,7
All Airlines,Perth,Karratha,261,252,2019,7
All Airlines,Perth,Melbourne,462,458,2019,7
All Airlines,Perth,Newman,191,188,2019,7
All Airlines,Perth,Port Hedland,211,210,2019,7
All Airlines,Perth,Sydney,391,388,2019,7
All Airlines,Port Hedland,Perth,209,209,2019,7
All Airlines,Port Lincoln,Adelaide,327,320,2019,7
All Airlines,Port Macquarie,Sydney,180,177,2019,7
All Airlines,Proserpine,Brisbane,79,79,2019,7
All Airlines,Proserpine,Sydney,33,33,2019,7
All Airlines,Rockhampton,Brisbane,335,334,2019,7
All Airlines,Sunshine Coast,Melbourne,164,162,2019,7
All Airlines,Sunshine Coast,Sydney,225,216,2019,7
All Airlines,Sydney,Adelaide,555,544,2019,7
All Airlines,Sydney,Albury,274,267,2019,7
All Airlines,Sydney,Armidale,192,189,2019,7
All Airlines,Sydney,Ayers Rock,62,62,2019,7
All Airlines,Sydney,Ballina,151,149,2019,7
All Airlines,Sydney,Brisbane,1516,1482,2019,7
All Airlines,Sydney,Cairns,318,317,2019,7
All Airlines,Sydney,Canberra,751,724,2019,7
All Airlines,Sydney,Coffs Harbour,199,198,2019,7
All Airlines,Sydney,Darwin,124,124,2019,7
All Airlines,Sydney,Dubbo,266,259,2019,7
All Airlines,Sydney,Gold Coast,812,792,2019,7
All Airlines,Sydney,Hamilton Island,81,79,2019,7
All Airlines,Sydney,Hobart,232,227,2019,7
All Airlines,Sydney,Launceston,79,78,2019,7
All Airlines,Sydney,Melbourne,2555,2315,2019,7
All Airlines,Sydney,Perth,390,387,2019,7
All Airlines,Sydney,Port Macquarie,178,177,2019,7
All Airlines,Sydney,Proserpine,34,34,2019,7
All Airlines,Sydney,Sunshine Coast,223,216,2019,7
All Airlines,Sydney,Tamworth,185,184,2019,7
All Airlines,Sydney,Townsville,62,62,2019,7
All Airlines,Sydney,Wagga Wagga,251,248,2019,7
All Airlines,Tamworth,Sydney,184,182,2019,7
All Airlines,Townsville,Brisbane,383,377,2019,7
All Airlines,Townsville,Cairns,152,151,2019,7
All Airlines,Townsville,Sydney,62,62,2019,7
All Airlines,Wagga Wagga,Sydney,250,246,2019,7
Jetstar,Adelaide,Brisbane,27,27,2019,8
Jetstar,Adelaide,Gold Coast,27,27,2019,8
Jetstar,Adelaide,Melbourne,92,89,2019,8
Jetstar,Adelaide,Perth,22,22,2019,8
Jetstar,Adelaide,Sydney,75,69,2019,8
Jetstar,Ayers Rock,Sydney,31,31,2019,8
Jetstar,Ballina,Sydney,80,78,2019,8
Jetstar,Brisbane,Adelaide,27,27,2019,8
Jetstar,Brisbane,Cairns,105,104,2019,8
Jetstar,Brisbane,Darwin,26,26,2019,8
Jetstar,Brisbane,Hobart,23,23,2019,8
Jetstar,Brisbane,Mackay,36,36,2019,8
Jetstar,Brisbane,Melbourne,107,106,2019,8
Jetstar,Brisbane,Newcastle,71,71,2019,8
Jetstar,Brisbane,Proserpine,31,31,2019,8
Jetstar,Brisbane,Sydney,165,157,2019,8
Jetstar,Brisbane,Townsville,62,62,2019,8
Jetstar,Cairns,Brisbane,105,104,2019,8
Jetstar,Cairns,Melbourne,116,116,2019,8
Jetstar,Cairns,Sydney,97,95,2019,8
Jetstar,Darwin,Brisbane,26,26,2019,8
Jetstar,Darwin,Melbourne,25,25,2019,8
Jetstar,Darwin,Sydney,18,18,2019,8
Jetstar,Gold Coast,Adelaide,27,27,2019,8
Jetstar,Gold Coast,Melbourne,199,199,2019,8
Jetstar,Gold Coast,Sydney,286,274,2019,8
Jetstar,Hamilton Island,Sydney,18,18,2019,8
Jetstar,Hobart,Brisbane,23,23,2019,8
Jetstar,Hobart,Melbourne,141,138,2019,8
Jetstar,Hobart,Sydney,56,54,2019,8
Jetstar,Launceston,Melbourne,81,80,2019,8
Jetstar,Launceston,Sydney,27,26,2019,8
Jetstar,Mackay,Brisbane,36,35,2019,8
Jetstar,Melbourne,Adelaide,93,89,2019,8
Jetstar,Melbourne,Brisbane,107,107,2019,8
Jetstar,Melbourne,Cairns,116,115,2019,8
Jetstar,Melbourne,Darwin,25,25,2019,8
Jetstar,Melbourne,Gold Coast,199,198,2019,8
Jetstar,Melbourne,Hobart,141,140,2019,8
Jetstar,Melbourne,Launceston,81,80,2019,8
Jetstar,Melbourne,Newcastle,84,83,2019,8
Jetstar,Melbourne,Perth,35,35,2019,8
Jetstar,Melbourne,Sunshine Coast,85,85,2019,8
Jetstar,Melbourne,Sydney,335,316,2019,8
Jetstar,Newcastle,Brisbane,71,71,2019,8
Jetstar,Newcastle,Melbourne,84,83,2019,8
Jetstar,Perth,Adelaide,23,22,2019,8
Jetstar,Perth,Melbourne,35,34,2019,8
Jetstar,Perth,Sydney,19,18,2019,8
Jetstar,Proserpine,Brisbane,31,31,2019,8
Jetstar,Proserpine,Sydney,14,14,2019,8
Jetstar,Sunshine Coast,Melbourne,85,85,2019,8
Jetstar,Sunshine Coast,Sydney,88,83,2019,8
Jetstar,Sydney,Adelaide,75,69,2019,8
Jetstar,Sydney,Ayers Rock,31,31,2019,8
Jetstar,Sydney,Ballina,80,78,2019,8
Jetstar,Sydney,Brisbane,166,157,2019,8
Jetstar,Sydney,Cairns,97,95,2019,8
Jetstar,Sydney,Darwin,18,18,2019,8
Jetstar,Sydney,Gold Coast,287,274,2019,8
Jetstar,Sydney,Hamilton Island,18,18,2019,8
Jetstar,Sydney,Hobart,56,54,2019,8
Jetstar,Sydney,Launceston,27,26,2019,8
Jetstar,Sydney,Melbourne,335,316,2019,8
Jetstar,Sydney,Perth,19,19,2019,8
Jetstar,Sydney,Proserpine,13,13,2019,8
Jetstar,Sydney,Sunshine Coast,88,84,2019,8
Jetstar,Sydney,Townsville,31,31,2019,8
Jetstar,Townsville,Brisbane,62,62,2019,8
Jetstar,Townsville,Sydney,31,31,2019,8
Qantas,Adelaide,Alice Springs,31,31,2019,8
Qantas,Adelaide,Brisbane,106,106,2019,8
Qantas,Adelaide,Canberra,48,48,2019,8
Qantas,Adelaide,Melbourne,291,284,2019,8
Qantas,Adelaide,Perth,118,118,2019,8
Qantas,Adelaide,Sydney,239,237,2019,8
Qantas,Alice Springs,Adelaide,31,31,2019,8
Qantas,Alice Springs,Darwin,62,58,2019,8
Qantas,Brisbane,Adelaide,106,106,2019,8
Qantas,Brisbane,Cairns,30,30,2019,8
Qantas,Brisbane,Canberra,4,4,2019,8
Qantas,Brisbane,Darwin,47,47,2019,8
Qantas,Brisbane,Melbourne,423,419,2019,8
Qantas,Brisbane,Mount Isa,1,1,2019,8
Qantas,Brisbane,Perth,150,147,2019,8
Qantas,Brisbane,Sydney,638,597,2019,8
Qantas,Brisbane,Townsville,53,52,2019,8
Qantas,Broome,Perth,7,7,2019,8
Qantas,Cairns,Brisbane,30,30,2019,8
Qantas,Cairns,Melbourne,41,41,2019,8
Qantas,Cairns,Sydney,69,69,2019,8
Qantas,Canberra,Adelaide,48,48,2019,8
Qantas,Canberra,Brisbane,3,3,2019,8
Qantas,Canberra,Melbourne,248,243,2019,8
Qantas,Canberra,Sydney,13,13,2019,8
Qantas,Darwin,Alice Springs,62,59,2019,8
Qantas,Darwin,Brisbane,47,47,2019,8
Qantas,Darwin,Melbourne,37,37,2019,8
Qantas,Darwin,Perth,31,31,2019,8
Qantas,Darwin,Sydney,54,54,2019,8
Qantas,Gold Coast,Melbourne,31,31,2019,8
Qantas,Gold Coast,Sydney,76,74,2019,8
Qantas,Hamilton Island,Sydney,17,17,2019,8
Qantas,Hobart,Melbourne,111,110,2019,8
Qantas,Hobart,Sydney,2,2,2019,8
Qantas,Kalgoorlie,Perth,7,7,2019,8
Qantas,Karratha,Perth,32,32,2019,8
Qantas,Melbourne,Adelaide,290,285,2019,8
Qantas,Melbourne,Brisbane,423,419,2019,8
Qantas,Melbourne,Cairns,41,41,2019,8
Qantas,Melbourne,Canberra,248,244,2019,8
Qantas,Melbourne,Darwin,37,37,2019,8
Qantas,Melbourne,Gold Coast,31,31,2019,8
Qantas,Melbourne,Hobart,111,111,2019,8
Qantas,Melbourne,Perth,202,197,2019,8
Qantas,Melbourne,Sydney,1120,998,2019,8
Qantas,Mount Isa,Brisbane,1,1,2019,8
Qantas,Newman,Perth,24,23,2019,8
Qantas,Perth,Adelaide,118,118,2019,8
Qantas,Perth,Brisbane,150,148,2019,8
Qantas,Perth,Broome,7,7,2019,8
Qantas,Perth,Darwin,31,31,2019,8
Qantas,Perth,Kalgoorlie,6,6,2019,8
Qantas,Perth,Karratha,32,32,2019,8
Qantas,Perth,Melbourne,204,199,2019,8
Qantas,Perth,Newman,24,23,2019,8
Qantas,Perth,Port Hedland,26,25,2019,8
Qantas,Perth,Sydney,206,200,2019,8
Qantas,Port Hedland,Perth,26,25,2019,8
Qantas,Sydney,Adelaide,240,237,2019,8
Qantas,Sydney,Brisbane,638,600,2019,8
Qantas,Sydney,Cairns,69,69,2019,8
Qantas,Sydney,Canberra,13,13,2019,8
Qantas,Sydney,Darwin,53,53,2019,8
Qantas,Sydney,Gold Coast,76,74,2019,8
Qantas,Sydney,Hamilton Island,17,17,2019,8
Qantas,Sydney,Hobart,2,2,2019,8
Qantas,Sydney,Melbourne,1119,1003,2019,8
Qantas,Sydney,Perth,203,198,2019,8
Qantas,Townsville,Brisbane,53,52,2019,8
QantasLink,Adelaide,Canberra,5,5,2019,8
QantasLink,Adelaide,Port Lincoln,102,99,2019,8
QantasLink,Albury,Sydney,106,105,2019,8
QantasLink,Armidale,Sydney,122,117,2019,8
QantasLink,Brisbane,Bundaberg,123,123,2019,8
QantasLink,Brisbane,Cairns,137,136,2019,8
QantasLink,Brisbane,Canberra,151,151,2019,8
QantasLink,Brisbane,Emerald,122,122,2019,8
QantasLink,Brisbane,Gladstone,142,141,2019,8
QantasLink,Brisbane,Hamilton Island,30,29,2019,8
QantasLink,Brisbane,Mackay,143,139,2019,8
QantasLink,Brisbane,Mount Isa,55,55,2019,8
QantasLink,Brisbane,Newcastle,93,93,2019,8
QantasLink,Brisbane,Rockhampton,176,175,2019,8
QantasLink,Brisbane,Townsville,100,100,2019,8
QantasLink,Broome,Perth,91,89,2019,8
QantasLink,Bundaberg,Brisbane,123,123,2019,8
QantasLink,Cairns,Brisbane,137,135,2019,8
QantasLink,Cairns,Townsville,136,135,2019,8
QantasLink,Canberra,Adelaide,5,5,2019,8
QantasLink,Canberra,Brisbane,150,149,2019,8
QantasLink,Canberra,Melbourne,45,45,2019,8
QantasLink,Canberra,Sydney,473,452,2019,8
QantasLink,Coffs Harbour,Sydney,142,140,2019,8
QantasLink,Dubbo,Sydney,124,122,2019,8
QantasLink,Emerald,Brisbane,122,122,2019,8
QantasLink,Gladstone,Brisbane,141,140,2019,8
QantasLink,Gold Coast,Sydney,56,55,2019,8
QantasLink,Hamilton Island,Brisbane,31,30,2019,8
QantasLink,Hamilton Island,Sydney,13,13,2019,8
QantasLink,Hobart,Sydney,74,72,2019,8
QantasLink,Kalgoorlie,Perth,87,86,2019,8
QantasLink,Karratha,Perth,154,148,2019,8
QantasLink,Launceston,Melbourne,119,119,2019,8
QantasLink,Mackay,Brisbane,140,136,2019,8
QantasLink,Melbourne,Canberra,45,45,2019,8
QantasLink,Melbourne,Launceston,119,119,2019,8
QantasLink,Melbourne,Mildura,98,97,2019,8
QantasLink,Mildura,Melbourne,98,96,2019,8
QantasLink,Mount Isa,Brisbane,55,55,2019,8
QantasLink,Newcastle,Brisbane,94,94,2019,8
QantasLink,Newman,Perth,121,117,2019,8
QantasLink,Perth,Broome,91,90,2019,8
QantasLink,Perth,Kalgoorlie,87,86,2019,8
QantasLink,Perth,Karratha,156,150,2019,8
QantasLink,Perth,Newman,121,118,2019,8
QantasLink,Perth,Port Hedland,126,119,2019,8
QantasLink,Port Hedland,Perth,126,115,2019,8
QantasLink,Port Lincoln,Adelaide,102,99,2019,8
QantasLink,Port Macquarie,Sydney,123,120,2019,8
QantasLink,Rockhampton,Brisbane,182,180,2019,8
QantasLink,Sunshine Coast,Sydney,58,57,2019,8
QantasLink,Sydney,Albury,106,105,2019,8
QantasLink,Sydney,Armidale,121,117,2019,8
QantasLink,Sydney,Canberra,475,456,2019,8
QantasLink,Sydney,Coffs Harbour,141,139,2019,8
QantasLink,Sydney,Dubbo,123,121,2019,8
QantasLink,Sydney,Gold Coast,55,54,2019,8
QantasLink,Sydney,Hamilton Island,13,13,2019,8
QantasLink,Sydney,Hobart,73,72,2019,8
QantasLink,Sydney,Port Macquarie,123,120,2019,8
QantasLink,Sydney,Sunshine Coast,57,56,2019,8
QantasLink,Sydney,Tamworth,126,120,2019,8
QantasLink,Sydney,Wagga Wagga,118,115,2019,8
QantasLink,Tamworth,Sydney,127,120,2019,8
QantasLink,Townsville,Brisbane,99,99,2019,8
QantasLink,Townsville,Cairns,138,137,2019,8
QantasLink,Wagga Wagga,Sydney,119,116,2019,8
Regional Express,Adelaide,Port Lincoln,224,218,2019,8
Regional Express,Albury,Sydney,105,101,2019,8
Regional Express,Armidale,Sydney,73,71,2019,8
Regional Express,Ballina,Sydney,24,24,2019,8
Regional Express,Cairns,Townsville,14,14,2019,8
Regional Express,Dubbo,Sydney,133,131,2019,8
Regional Express,Melbourne,Mildura,85,85,2019,8
Regional Express,Mildura,Melbourne,85,84,2019,8
Regional Express,Port Lincoln,Adelaide,223,217,2019,8
Regional Express,Sydney,Albury,107,102,2019,8
Regional Express,Sydney,Armidale,69,68,2019,8
Regional Express,Sydney,Ballina,25,25,2019,8
Regional Express,Sydney,Dubbo,135,134,2019,8
Regional Express,Sydney,Wagga Wagga,125,121,2019,8
Regional Express,Townsville,Cairns,14,14,2019,8
Regional Express,Wagga Wagga,Sydney,126,122,2019,8
Tigerair Australia,Adelaide,Brisbane,26,26,2019,8
Tigerair Australia,Adelaide,Melbourne,74,71,2019,8
Tigerair Australia,Adelaide,Sydney,29,29,2019,8
Tigerair Australia,Brisbane,Adelaide,26,26,2019,8
Tigerair Australia,Brisbane,Cairns,29,29,2019,8
Tigerair Australia,Brisbane,Canberra,27,27,2019,8
Tigerair Australia,Brisbane,Darwin,14,14,2019,8
Tigerair Australia,Brisbane,Melbourne,106,105,2019,8
Tigerair Australia,Brisbane,Sydney,133,128,2019,8
Tigerair Australia,Cairns,Brisbane,29,29,2019,8
Tigerair Australia,Cairns,Melbourne,38,38,2019,8
Tigerair Australia,Cairns,Sydney,31,31,2019,8
Tigerair Australia,Canberra,Brisbane,27,27,2019,8
Tigerair Australia,Canberra,Melbourne,35,35,2019,8
Tigerair Australia,Coffs Harbour,Sydney,15,14,2019,8
Tigerair Australia,Darwin,Brisbane,15,15,2019,8
Tigerair Australia,Gold Coast,Melbourne,72,72,2019,8
Tigerair Australia,Gold Coast,Sydney,90,85,2019,8
Tigerair Australia,Hobart,Melbourne,38,38,2019,8
Tigerair Australia,Melbourne,Adelaide,74,71,2019,8
Tigerair Australia,Melbourne,Brisbane,106,105,2019,8
Tigerair Australia,Melbourne,Cairns,38,38,2019,8
Tigerair Australia,Melbourne,Canberra,35,35,2019,8
Tigerair Australia,Melbourne,Gold Coast,72,72,2019,8
Tigerair Australia,Melbourne,Hobart,38,38,2019,8
Tigerair Australia,Melbourne,Perth,51,51,2019,8
Tigerair Australia,Melbourne,Sydney,255,224,2019,8
Tigerair Australia,Perth,Melbourne,52,52,2019,8
Tigerair Australia,Perth,Sydney,27,27,2019,8
Tigerair Australia,Proserpine,Sydney,17,17,2019,8
Tigerair Australia,Sydney,Adelaide,29,29,2019,8
Tigerair Australia,Sydney,Brisbane,133,128,2019,8
Tigerair Australia,Sydney,Cairns,31,31,2019,8
Tigerair Australia,Sydney,Coffs Harbour,15,14,2019,8
Tigerair Australia,Sydney,Gold Coast,90,85,2019,8
Tigerair Australia,Sydney,Melbourne,255,226,2019,8
Tigerair Australia,Sydney,Perth,26,26,2019,8
Tigerair Australia,Sydney,Proserpine,17,17,2019,8
Virgin Australia,Adelaide,Alice Springs,12,12,2019,8
Virgin Australia,Adelaide,Brisbane,110,109,2019,8
Virgin Australia,Adelaide,Canberra,26,26,2019,8
Virgin Australia,Adelaide,Gold Coast,30,30,2019,8
Virgin Australia,Adelaide,Melbourne,265,262,2019,8
Virgin Australia,Adelaide,Perth,37,37,2019,8
Virgin Australia,Adelaide,Sydney,160,156,2019,8
Virgin Australia,Albury,Sydney,56,55,2019,8
Virgin Australia,Alice Springs,Adelaide,12,12,2019,8
Virgin Australia,Alice Springs,Darwin,12,12,2019,8
Virgin Australia,Ayers Rock,Sydney,31,31,2019,8
Virgin Australia,Ballina,Sydney,31,30,2019,8
Virgin Australia,Brisbane,Adelaide,101,101,2019,8
Virgin Australia,Brisbane,Bundaberg,31,31,2019,8
Virgin Australia,Brisbane,Cairns,134,133,2019,8
Virgin Australia,Brisbane,Canberra,102,102,2019,8
Virgin Australia,Brisbane,Darwin,31,31,2019,8
Virgin Australia,Brisbane,Emerald,52,52,2019,8
Virgin Australia,Brisbane,Gladstone,75,75,2019,8
Virgin Australia,Brisbane,Hamilton Island,31,31,2019,8
Virgin Australia,Brisbane,Hobart,40,40,2019,8
Virgin Australia,Brisbane,Mackay,149,149,2019,8
Virgin Australia,Brisbane,Melbourne,396,385,2019,8
Virgin Australia,Brisbane,Mount Isa,18,18,2019,8
Virgin Australia,Brisbane,Newcastle,87,87,2019,8
Virgin Australia,Brisbane,Perth,109,109,2019,8
Virgin Australia,Brisbane,Proserpine,41,41,2019,8
Virgin Australia,Brisbane,Rockhampton,141,141,2019,8
Virgin Australia,Brisbane,Sydney,551,522,2019,8
Virgin Australia,Brisbane,Townsville,147,147,2019,8
Virgin Australia,Broome,Perth,3,3,2019,8
Virgin Australia,Bundaberg,Brisbane,31,31,2019,8
Virgin Australia,Cairns,Brisbane,134,133,2019,8
Virgin Australia,Cairns,Melbourne,36,36,2019,8
Virgin Australia,Cairns,Sydney,89,89,2019,8
Virgin Australia,Canberra,Adelaide,26,26,2019,8
Virgin Australia,Canberra,Brisbane,102,102,2019,8
Virgin Australia,Canberra,Melbourne,162,162,2019,8
Virgin Australia,Canberra,Sydney,257,239,2019,8
Virgin Australia,Coffs Harbour,Sydney,31,29,2019,8
Virgin Australia,Darwin,Alice Springs,12,12,2019,8
Virgin Australia,Darwin,Brisbane,31,31,2019,8
Virgin Australia,Darwin,Melbourne,31,31,2019,8
Virgin Australia,Darwin,Perth,21,21,2019,8
Virgin Australia,Darwin,Sydney,31,31,2019,8
Virgin Australia,Emerald,Brisbane,52,52,2019,8
Virgin Australia,Gladstone,Brisbane,75,75,2019,8
Virgin Australia,Gold Coast,Adelaide,30,30,2019,8
Virgin Australia,Gold Coast,Melbourne,177,177,2019,8
Virgin Australia,Gold Coast,Sydney,255,243,2019,8
Virgin Australia,Hamilton Island,Brisbane,31,31,2019,8
Virgin Australia,Hamilton Island,Sydney,20,20,2019,8
Virgin Australia,Hobart,Brisbane,40,40,2019,8
Virgin Australia,Hobart,Melbourne,137,137,2019,8
Virgin Australia,Hobart,Sydney,71,68,2019,8
Virgin Australia,Kalgoorlie,Perth,28,28,2019,8
Virgin Australia,Karratha,Perth,6,6,2019,8
Virgin Australia,Launceston,Melbourne,93,93,2019,8
Virgin Australia,Launceston,Sydney,31,31,2019,8
Virgin Australia,Mackay,Brisbane,150,150,2019,8
Virgin Australia,Melbourne,Adelaide,269,266,2019,8
Virgin Australia,Melbourne,Brisbane,398,389,2019,8
Virgin Australia,Melbourne,Cairns,36,36,2019,8
Virgin Australia,Melbourne,Canberra,163,162,2019,8
Virgin Australia,Melbourne,Darwin,31,31,2019,8
Virgin Australia,Melbourne,Gold Coast,177,177,2019,8
Virgin Australia,Melbourne,Hobart,138,138,2019,8
Virgin Australia,Melbourne,Launceston,93,93,2019,8
Virgin Australia,Melbourne,Mildura,31,31,2019,8
Virgin Australia,Melbourne,Newcastle,31,31,2019,8
Virgin Australia,Melbourne,Perth,136,136,2019,8
Virgin Australia,Melbourne,Sunshine Coast,65,65,2019,8
Virgin Australia,Melbourne,Sydney,774,721,2019,8
Virgin Australia,Mildura,Melbourne,31,31,2019,8
Virgin Australia,Mount Isa,Brisbane,15,15,2019,8
Virgin Australia,Newcastle,Brisbane,88,88,2019,8
Virgin Australia,Newcastle,Melbourne,31,31,2019,8
Virgin Australia,Newman,Perth,17,17,2019,8
Virgin Australia,Perth,Adelaide,37,37,2019,8
Virgin Australia,Perth,Brisbane,109,109,2019,8
Virgin Australia,Perth,Broome,3,3,2019,8
Virgin Australia,Perth,Darwin,21,21,2019,8
Virgin Australia,Perth,Kalgoorlie,29,29,2019,8
Virgin Australia,Perth,Karratha,6,6,2019,8
Virgin Australia,Perth,Melbourne,137,137,2019,8
Virgin Australia,Perth,Newman,17,17,2019,8
Virgin Australia,Perth,Port Hedland,13,13,2019,8
Virgin Australia,Perth,Sydney,121,121,2019,8
Virgin Australia,Port Hedland,Perth,13,13,2019,8
Virgin Australia,Port Macquarie,Sydney,56,54,2019,8
Virgin Australia,Proserpine,Brisbane,41,41,2019,8
Virgin Australia,Rockhampton,Brisbane,142,142,2019,8
Virgin Australia,Sunshine Coast,Melbourne,65,65,2019,8
Virgin Australia,Sunshine Coast,Sydney,50,49,2019,8
Virgin Australia,Sydney,Adelaide,164,159,2019,8
Virgin Australia,Sydney,Albury,56,55,2019,8
Virgin Australia,Sydney,Ayers Rock,31,31,2019,8
Virgin Australia,Sydney,Ballina,31,30,2019,8
Virgin Australia,Sydney,Brisbane,540,510,2019,8
Virgin Australia,Sydney,Cairns,88,88,2019,8
Virgin Australia,Sydney,Canberra,257,239,2019,8
Virgin Australia,Sydney,Coffs Harbour,31,29,2019,8
Virgin Australia,Sydney,Darwin,31,31,2019,8
Virgin Australia,Sydney,Gold Coast,255,243,2019,8
Virgin Australia,Sydney,Hamilton Island,21,21,2019,8
Virgin Australia,Sydney,Hobart,71,68,2019,8
Virgin Australia,Sydney,Launceston,31,31,2019,8
